,0
0,3556.0
1,6948.0
2,2092.0
3,6056.0
4,7448.0
5,5752.0
6,6360.0
7,3004.0
8,5948.0
9,9744.0
10,4800.0
11,5132.0
12,5384.0
13,1812.0
14,9948.0
15,3368.0
16,7924.0
17,4800.0
18,3692.0
19,8544.0
20,6480.0
21,4496.0
22,6400.0
23,1588.0
24,8380.0
25,4444.0
26,3640.0
27,7580.0
28,3456.0
29,4064.0
30,11684.0
31,3312.0
32,6688.0
33,4512.0
34,1748.0
35,10808.0
36,2564.0
37,8296.0
38,3520.0
39,3844.0
40,10612.0
41,4388.0
42,6384.0
43,5548.0
44,2900.0
45,4048.0
46,7700.0
47,5344.0
48,7096.0
49,2668.0
50,3932.0
51,12252.0
52,2756.0
53,8436.0
54,3544.0
55,2032.0
56,9552.0
57,3716.0
58,8168.0
59,2716.0
60,3180.0
61,6192.0
62,9188.0
63,4212.0
64,7852.0
65,1908.0
66,6248.0
67,4520.0
68,7312.0
69,6512.0
70,2476.0
71,3852.0
72,11756.0
73,3324.0
74,8980.0
75,2932.0
76,3052.0
77,7292.0
78,1604.0
79,8672.0
80,4496.0
81,2628.0
82,8572.0
83,6960.0
84,6620.0
85,6968.0
86,1336.0
87,7852.0
88,2544.0
89,7900.0
90,6296.0
91,1392.0
92,6168.0
93,9364.0
94,3888.0
95,9188.0
96,4856.0
97,-36.0
98,10648.0
99,1808.0
100,9256.0
101,2724.0
102,2044.0
103,11676.0
104,5140.0
105,8684.0
106,5720.0
107,192.0
108,10044.0
109,1616.0
110,4772.0
111,9084.0
112,48.0
113,2628.0
114,13372.0
115,4340.0
116,9548.0
117,3844.0
118,108.0
119,9952.0
120,2504.0
121,9824.0
122,560.0
123,2104.0
124,7004.0
125,8920.0
126,6912.0
127,7656.0
128,1852.0
129,5068.0
130,4796.0
131,6016.0
132,8384.0
133,-316.0
134,4600.0
135,11404.0
136,6112.0
137,8568.0
138,2716.0
139,2496.0
140,10204.0
141,1676.0
142,8544.0
143,4184.0
144,660.0
145,10412.0
146,6060.0
147,8800.0
148,6212.0
149,932.0
150,8708.0
151,2912.0
152,7164.0
153,6300.0
154,-72.0
155,2356.0
156,13284.0
157,5152.0
158,9064.0
159,4076.0
160,40.0
161,10896.0
162,1960.0
163,9116.0
164,1408.0
165,1532.0
166,13272.0
167,5252.0
168,8780.0
169,4900.0
170,236.0
171,4512.0
172,6620.0
173,5000.0
174,7876.0
175,-112.0
176,4408.0
177,11140.0
178,6048.0
179,7992.0
180,3092.0
181,3028.0
182,8224.0
183,4172.0
184,8032.0
185,336.0
186,1864.0
187,9600.0
188,6524.0
189,7648.0
190,6016.0
191,1592.0
192,9316.0
193,3380.0
194,7300.0
195,4524.0
196,2000.0
197,7724.0
198,7900.0
199,6276.0
200,6772.0
201,1872.0
202,2676.0
203,9752.0
204,3064.0
205,7364.0
206,2588.0
207,3064.0
208,12056.0
209,3352.0
210,8196.0
211,4296.0
212,2696.0
213,9944.0
214,2888.0
215,7300.0
216,3260.0
217,3512.0
218,10400.0
219,10488.0
220,4096.0
221,7752.0
222,2672.0
223,5912.0
224,7108.0
225,4512.0
226,6260.0
227,2644.0
228,4492.0
229,10952.0
230,3744.0
231,8068.0
232,3116.0
233,4768.0
234,8652.0
235,3688.0
236,6620.0
237,5332.0
238,2348.0
239,7952.0
240,6632.0
241,6488.0
242,5964.0
243,2996.0
244,7768.0
245,5976.0
246,4296.0
247,6364.0
248,2068.0
249,6652.0
250,8220.0
251,5472.0
252,6516.0
253,4288.0
254,3840.0
255,9436.0
256,4200.0
257,5404.0
258,4536.0
259,2776.0
260,9900.0
261,4404.0
262,7512.0
263,4860.0
264,3500.0
265,8968.0
266,4996.0
267,4564.0
268,5928.0
269,2256.0
270,4620.0
271,10552.0
272,4160.0
273,7320.0
274,3468.0
275,5048.0
276,9348.0
277,3704.0
278,5732.0
279,3236.0
280,3700.0
281,11040.0
282,3244.0
283,7584.0
284,4044.0
285,4424.0
286,7584.0
287,6936.0
288,3760.0
289,6848.0
290,1632.0
291,6116.0
292,8628.0
293,5156.0
294,6424.0
295,3340.0
296,6436.0
297,8220.0
298,3728.0
299,6432.0
300,2300.0
301,4780.0
302,9716.0
303,4364.0
304,7752.0
305,4832.0
306,3736.0
307,8552.0
308,5780.0
309,3960.0
310,6464.0
311,1680.0
312,8020.0
313,6048.0
314,6728.0
315,5724.0
316,3196.0
317,7804.0
318,6904.0
319,4276.0
320,5096.0
321,4604.0
322,2604.0
323,11160.0
324,2660.0
325,8180.0
326,3648.0
327,4584.0
328,9584.0
329,4888.0
330,4236.0
331,5672.0
332,1836.0
333,10188.0
334,3476.0
335,8028.0
336,7080.0
337,3120.0
338,5800.0
339,9660.0
340,3792.0
341,6064.0
342,3416.0
343,3160.0
344,10864.0
345,3084.0
346,7784.0
347,3148.0
348,5200.0
349,9940.0
350,4128.0
351,5720.0
352,4400.0
353,2316.0
354,6692.0
355,6348.0
356,6568.0
357,5612.0
358,3432.0
359,6360.0
360,8916.0
361,3220.0
362,7200.0
363,2560.0
364,5028.0
365,8180.0
366,5196.0
367,6464.0
368,3492.0
369,4264.0
370,8996.0
371,5576.0
372,5100.0
373,5900.0
374,1712.0
375,9316.0
376,3264.0
377,8064.0
378,4804.0
379,3908.0
380,6972.0
381,7716.0
382,4392.0
383,6844.0
384,2156.0
385,1752.0
386,10880.0
387,2436.0
388,8184.0
389,3416.0
390,3888.0
391,10804.0
392,3924.0
393,7196.0
394,4964.0
395,1320.0
396,10432.0
397,2168.0
398,8496.0
399,3944.0
400,3540.0
401,9272.0
402,5568.0
403,2292.0
404,8660.0
405,3376.0
406,2672.0
407,8532.0
408,4408.0
409,7920.0
410,2600.0
411,2888.0
412,13332.0
413,2412.0
414,9184.0
415,4284.0
416,644.0
417,10340.0
418,2604.0
419,8840.0
420,6676.0
421,2184.0
422,4188.0
423,11260.0
424,3936.0
425,8864.0
426,2732.0
427,3644.0
428,6280.0
429,5740.0
430,8228.0
431,1136.0
432,3092.0
433,13076.0
434,3564.0
435,9364.0
436,3488.0
437,876.0
438,8840.0
439,2092.0
440,8312.0
441,5728.0
442,1560.0
443,6780.0
444,8728.0
445,6576.0
446,7348.0
447,1924.0
448,5944.0
449,4232.0
450,6668.0
451,7816.0
452,444.0
453,2124.0
454,12164.0
455,4688.0
456,9280.0
457,5216.0
458,-92.0
459,10520.0
460,1460.0
461,8928.0
462,3900.0
463,1320.0
464,10248.0
465,6120.0
466,8404.0
467,6168.0
468,840.0
469,648.0
470,9356.0
471,3080.0
472,9596.0
473,248.0
474,2012.0
475,13412.0
476,4912.0
477,8784.0
478,4452.0
479,-32.0
480,10816.0
481,1892.0
482,6052.0
483,7928.0
484,-224.0
485,5824.0
486,9700.0
487,6912.0
488,7940.0
489,2636.0
490,3764.0
491,6536.0
492,4772.0
493,8908.0
494,-692.0
495,4096.0
496,11400.0
497,6428.0
498,8252.0
499,5964.0
500,544.0
501,9812.0
502,2356.0
503,7680.0
504,5136.0
505,412.0
506,9716.0
507,6920.0
508,7580.0
509,6804.0
510,1196.0
511,8168.0
512,3580.0
513,2488.0
514,9188.0
515,628.0
516,2404.0
517,12824.0
518,5392.0
519,8368.0
520,4592.0
521,592.0
522,11016.0
523,2056.0
524,8540.0
525,1776.0
526,2512.0
527,11568.0
528,5492.0
529,6136.0
530,7808.0
531,2688.0
532,3992.0
533,7336.0
534,4504.0
535,7668.0
536,360.0
537,4700.0
538,11600.0
539,5284.0
540,8160.0
541,2904.0
542,3456.0
543,8676.0
544,3940.0
545,7316.0
546,3928.0
547,2628.0
548,8252.0
549,7232.0
550,6504.0
551,6580.0
552,1820.0
553,8972.0
554,3824.0
555,7004.0
556,4716.0
557,2888.0
558,6272.0
559,8628.0
560,5548.0
561,7128.0
562,3996.0
563,2528.0
564,10420.0
565,2880.0
566,7120.0
567,2696.0
568,3552.0
569,10608.0
570,4276.0
571,7804.0
572,4508.0
573,2684.0
574,10116.0
575,3308.0
576,6600.0
577,3764.0
578,3004.0
579,9676.0
580,10608.0
581,3900.0
582,7752.0
583,2956.0
584,5420.0
585,8144.0
586,3724.0
587,6508.0
588,2652.0
589,4464.0
590,10924.0
591,3308.0
592,7796.0
593,3640.0
594,4608.0
595,9140.0
596,3836.0
597,4488.0
598,6328.0
599,1804.0
600,7332.0
601,7164.0
602,6120.0
603,6092.0
604,3004.0
605,7336.0
606,6532.0
607,4236.0
608,6628.0
609,1796.0
610,6284.0
611,8732.0
612,5268.0
613,7716.0
614,4488.0
615,3812.0
616,9352.0
617,4632.0
618,4604.0
619,5812.0
620,1984.0
621,9988.0
622,4220.0
623,7668.0
624,4864.0
625,3744.0
626,8796.0
627,5608.0
628,4088.0
629,6132.0
630,3032.0
631,4028.0
632,10792.0
633,3368.0
634,7656.0
635,3740.0
636,4856.0
637,9132.0
638,4516.0
639,5168.0
640,4292.0
641,2680.0
642,10944.0
643,3316.0
644,7896.0
645,3908.0
646,4648.0
647,6868.0
648,7692.0
649,3708.0
650,6412.0
651,2132.0
652,5148.0
653,9268.0
654,4744.0
655,6768.0
656,3464.0
657,6068.0
658,8556.0
659,3756.0
660,6356.0
661,2828.0
662,4092.0
663,8812.0
664,5024.0
665,7372.0
666,5156.0
667,3656.0
668,8056.0
669,6488.0
670,3772.0
671,6888.0
672,1608.0
673,7136.0
674,6652.0
675,6360.0
676,6068.0
677,3484.0
678,6864.0
679,9364.0
680,4788.0
681,4800.0
682,5204.0
683,1896.0
684,10468.0
685,3236.0
686,7888.0
687,4460.0
688,4112.0
689,8744.0
690,5632.0
691,4620.0
692,5744.0
693,1860.0
694,8788.0
695,4432.0
696,3780.0
697,7216.0
698,3316.0
699,4948.0
700,10412.0
701,3524.0
702,6320.0
703,3876.0
704,2992.0
705,10272.0
706,3220.0
707,7604.0
708,3864.0
709,4288.0
710,10684.0
711,3812.0
712,6060.0
713,4948.0
714,2388.0
715,5464.0
716,7524.0
717,5504.0
718,6608.0
719,2976.0
720,4988.0
721,10956.0
722,2968.0
723,7284.0
724,3036.0
725,3444.0
726,9080.0
727,4232.0
728,7496.0
729,2936.0
730,4380.0
731,7588.0
732,7384.0
733,4876.0
734,6784.0
735,1696.0
736,7468.0
737,4372.0
738,7572.0
739,5456.0
740,3092.0
741,5416.0
742,10008.0
743,3844.0
744,7704.0
745,2500.0
746,5132.0
747,6156.0
748,1908.0
749,8772.0
750,3364.0
751,3540.0
752,9644.0
753,5432.0
754,6792.0
755,6160.0
756,844.0
757,9524.0
758,2068.0
759,8504.0
760,4780.0
761,2916.0
762,6832.0
763,12896.0
764,3176.0
765,8944.0
766,4224.0
767,476.0
768,10304.0
769,2500.0
770,9068.0
771,2408.0
772,2764.0
773,11952.0
774,4312.0
775,8576.0
776,5432.0
777,260.0
778,10280.0
779,1704.0
780,8972.0
781,8272.0
782,788.0
783,3148.0
784,12852.0
785,3668.0
786,9424.0
787,3396.0
788,1212.0
789,8468.0
790,4008.0
791,9272.0
792,680.0
793,2476.0
794,13316.0
795,4184.0
796,9612.0
797,7284.0
798,1900.0
799,5976.0
800,3944.0
801,6676.0
802,7956.0
803,124.0
804,5192.0
805,10432.0
806,5972.0
807,8164.0
808,2496.0
809,3272.0
810,6272.0
811,5308.0
812,8844.0
813,3596.0
814,988.0
815,10908.0
816,5692.0
817,8868.0
818,5872.0
819,620.0
820,9060.0
821,2548.0
822,7808.0
823,5616.0
824,464.0
825,8488.0
826,7376.0
827,5352.0
828,9008.0
829,4320.0
830,-168.0
831,10464.0
832,2224.0
833,9420.0
834,996.0
835,1768.0
836,13084.0
837,5416.0
838,8916.0
839,4940.0
840,-28.0
841,10752.0
842,1900.0
843,4836.0
844,8692.0
845,-548.0
846,4384.0
847,11016.0
848,6720.0
849,7944.0
850,3072.0
851,2076.0
852,8468.0
853,3832.0
854,8804.0
855,-116.0
856,3112.0
857,12480.0
858,5776.0
859,8004.0
860,6260.0
861,1356.0
862,8744.0
863,3444.0
864,6884.0
865,5504.0
866,796.0
867,7464.0
868,8248.0
869,7176.0
870,6852.0
871,2108.0
872,6724.0
873,5076.0
874,2296.0
875,8324.0
876,1816.0
877,2740.0
878,11872.0
879,4872.0
880,8192.0
881,4600.0
882,1388.0
883,10640.0
884,2328.0
885,7948.0
886,2936.0
887,2508.0
