,0
0,712.0
1,-21524.0
2,-14580.0
3,-18416.0
4,-17840.0
5,-11028.0
6,-21196.0
7,-15388.0
8,-17352.0
9,-20648.0
10,-10816.0
11,-20168.0
12,-15888.0
13,-17156.0
14,-19640.0
15,-11388.0
16,-20000.0
17,-14896.0
18,-17444.0
19,-20976.0
20,-12920.0
21,-16584.0
22,-17776.0
23,-15648.0
24,-19788.0
25,-13828.0
26,-16376.0
27,-16716.0
28,-17584.0
29,-20448.0
30,-11672.0
31,-19184.0
32,-16044.0
33,-16824.0
34,-19512.0
35,-12308.0
36,-18612.0
37,-15776.0
38,-17476.0
39,-20176.0
40,-13988.0
41,-16076.0
42,-18420.0
43,-15384.0
44,-19436.0
45,-15056.0
46,-14752.0
47,-17272.0
48,-17000.0
49,-18788.0
50,-16660.0
51,-13440.0
52,-19412.0
53,-15048.0
54,-18988.0
55,-17356.0
56,-11976.0
57,-19700.0
58,-15936.0
59,-17788.0
60,-19512.0
61,-11956.0
62,-19092.0
63,-16116.0
64,-17664.0
65,-18876.0
66,-11608.0
67,-19180.0
68,-15556.0
69,-17756.0
70,-20000.0
71,-13156.0
72,-17372.0
73,-18128.0
74,-16088.0
75,-19492.0
76,-14112.0
77,-16076.0
78,-16896.0
79,-17172.0
80,-19096.0
81,-15588.0
82,-14912.0
83,-18752.0
84,-15288.0
85,-19172.0
86,-16744.0
87,-12480.0
88,-18844.0
89,-16212.0
90,-19676.0
91,-13864.0
92,-16872.0
93,-18388.0
94,-15816.0
95,-19360.0
96,-15156.0
97,-14296.0
98,-17520.0
99,-16684.0
100,-18832.0
101,-16584.0
102,-14328.0
103,-18972.0
104,-15716.0
105,-19160.0
106,-17500.0
107,-11872.0
108,-19452.0
109,-15936.0
110,-17976.0
111,-18776.0
112,-12700.0
113,-18556.0
114,-16560.0
115,-17800.0
116,-19028.0
117,-11516.0
118,-19200.0
119,-15524.0
120,-17684.0
121,-19532.0
122,-13348.0
123,-17652.0
124,-17712.0
125,-16496.0
126,-19744.0
127,-13848.0
128,-15924.0
129,-17248.0
130,-17072.0
131,-18656.0
132,-15564.0
133,-14848.0
134,-18532.0
135,-15536.0
136,-19968.0
137,-16696.0
138,-12392.0
139,-19580.0
140,-15812.0
141,-18084.0
142,-18296.0
143,-12504.0
144,-19800.0
145,-15976.0
146,-18428.0
147,-19176.0
148,-10436.0
149,-19908.0
150,-15048.0
151,-17560.0
152,-16564.0
153,-13608.0
154,-19348.0
155,-15400.0
156,-19292.0
157,-18160.0
158,-11036.0
159,-20284.0
160,-15148.0
161,-17600.0
162,-18960.0
163,-11668.0
164,-20852.0
165,-15808.0
166,-18060.0
167,-20452.0
168,-10196.0
169,-19312.0
170,-15884.0
171,-16864.0
172,-19944.0
173,-12828.0
174,-18588.0
175,-16544.0
176,-16608.0
177,-21052.0
178,-13260.0
179,-15092.0
180,-17820.0
181,-15284.0
182,-19564.0
183,-15556.0
184,-13740.0
185,-19200.0
186,-15628.0
187,-19544.0
188,-17972.0
189,-10512.0
190,-20744.0
191,-15416.0
192,-18264.0
193,-18160.0
194,-10792.0
195,-22140.0
196,-15256.0
197,-17728.0
198,-21320.0
199,-9076.0
200,-20288.0
201,-15748.0
202,-16132.0
203,-20256.0
204,-11368.0
205,-20836.0
206,-14816.0
207,-16716.0
208,-21784.0
209,-12936.0
210,-15048.0
211,-18300.0
212,-15084.0
213,-20276.0
214,-14180.0
215,-14720.0
216,-18856.0
217,-17456.0
218,-22376.0
219,-10116.0
220,-18520.0
221,-16384.0
222,-15452.0
223,-20756.0
224,-11712.0
225,-18828.0
226,-15740.0
227,-16948.0
228,-20796.0
229,-15044.0
230,-11908.0
231,-19632.0
232,-15556.0
233,-19328.0
234,-15424.0
235,-12944.0
236,-20828.0
237,-15844.0
238,-18632.0
239,-19748.0
240,-8600.0
241,-22596.0
242,-15504.0
243,-17480.0
244,-19208.0
245,-9916.0
246,-24248.0
247,-13684.0
248,-17548.0
249,-22140.0
250,-9144.0
251,-19896.0
252,-15472.0
253,-15776.0
254,-20944.0
255,-10364.0
256,-21144.0
257,-14248.0
258,-17616.0
259,-21324.0
260,-13752.0
261,-13788.0
262,-18792.0
263,-15740.0
264,-20128.0
265,-13400.0
266,-14824.0
267,-18456.0
268,-16764.0
269,-18668.0
270,-18236.0
271,-9356.0
272,-22024.0
273,-15352.0
274,-17784.0
275,-17888.0
276,-10600.0
277,-23180.0
278,-15052.0
279,-17136.0
280,-21660.0
281,-9032.0
282,-21532.0
283,-15092.0
284,-16448.0
285,-20896.0
286,-9756.0
287,-22748.0
288,-13872.0
289,-17380.0
290,-22004.0
291,-11556.0
292,-16952.0
293,-16772.0
294,-15952.0
295,-20796.0
296,-10548.0
297,-22500.0
298,-15056.0
299,-17300.0
300,-21428.0
301,-9924.0
302,-20272.0
303,-15096.0
304,-16732.0
305,-20808.0
306,-10152.0
307,-21480.0
308,-14312.0
309,-17112.0
310,-21636.0
311,-12716.0
312,-15700.0
313,-18020.0
314,-15808.0
315,-20364.0
316,-12936.0
317,-16724.0
318,-16644.0
319,-17052.0
320,-19824.0
321,-16120.0
322,-11792.0
323,-20748.0
324,-14924.0
325,-19184.0
326,-16472.0
327,-12592.0
328,-19916.0
329,-16288.0
330,-17932.0
331,-19344.0
332,-10820.0
333,-21064.0
334,-14896.0
335,-17724.0
336,-18644.0
337,-11080.0
338,-20536.0
339,-15360.0
340,-17144.0
341,-21056.0
342,-11816.0
343,-18416.0
344,-16544.0
345,-16588.0
346,-19796.0
347,-12736.0
348,-18300.0
349,-15836.0
350,-17116.0
351,-20596.0
352,-14264.0
353,-15116.0
354,-18324.0
355,-15244.0
356,-19440.0
357,-15540.0
358,-14136.0
359,-17844.0
360,-16776.0
361,-18440.0
362,-13024.0
363,-17284.0
364,-17316.0
365,-16212.0
366,-19204.0
367,-13760.0
368,-16788.0
369,-16484.0
370,-17112.0
371,-19812.0
372,-15408.0
373,-14888.0
374,-18952.0
375,-15360.0
376,-19212.0
377,-16428.0
378,-13164.0
379,-18652.0
380,-16556.0
381,-18424.0
382,-17608.0
383,-13148.0
384,-18776.0
385,-15664.0
386,-18492.0
387,-18004.0
388,-11728.0
389,-19644.0
390,-15784.0
391,-17864.0
392,-19588.0
393,-13196.0
394,-17716.0
395,-17264.0
396,-16988.0
397,-18844.0
398,-13016.0
399,-17820.0
400,-16064.0
401,-17508.0
402,-19252.0
403,-14508.0
404,-16036.0
405,-18508.0
406,-15684.0
407,-19160.0
408,-15712.0
409,-14172.0
410,-17660.0
411,-16872.0
412,-18816.0
413,-16812.0
414,-14484.0
415,-18280.0
416,-15884.0
417,-18556.0
418,-18020.0
419,-11748.0
420,-19548.0
421,-15932.0
422,-17784.0
423,-18616.0
424,-15388.0
425,-18676.0
426,-15552.0
427,-19164.0
428,-16616.0
429,-13324.0
430,-18516.0
431,-16152.0
432,-17992.0
433,-17804.0
434,-13484.0
435,-18692.0
436,-15780.0
437,-18280.0
438,-18356.0
439,-11064.0
440,-19832.0
441,-15396.0
442,-17868.0
443,-19260.0
444,-12948.0
445,-18116.0
446,-17340.0
447,-17096.0
448,-19536.0
449,-12156.0
450,-17740.0
451,-16148.0
452,-17404.0
453,-19172.0
454,-14456.0
455,-16192.0
456,-18352.0
457,-15700.0
458,-20048.0
459,-15336.0
460,-13860.0
461,-18452.0
462,-16380.0
463,-18252.0
464,-17216.0
465,-13196.0
466,-19200.0
467,-15524.0
468,-19404.0
469,-18080.0
470,-10888.0
471,-20236.0
472,-15056.0
473,-17696.0
