,0
0,-14756.0
1,-16000.0
2,-17432.0
3,-15624.0
4,-15036.0
5,-15904.0
6,-15284.0
7,-16312.0
8,-14988.0
9,-15124.0
10,-14604.0
11,-16672.0
12,-16480.0
13,-15788.0
14,-14868.0
15,-15980.0
16,-15884.0
17,-15948.0
18,-15676.0
19,-15120.0
20,-14720.0
21,-16780.0
22,-15764.0
23,-16352.0
24,-15376.0
25,-14760.0
26,-16160.0
27,-14688.0
28,-16644.0
29,-15296.0
30,-15144.0
31,-15716.0
32,-15552.0
33,-17464.0
34,-15368.0
35,-14780.0
36,-16272.0
37,-15112.0
38,-16312.0
39,-15152.0
40,-14964.0
41,-15384.0
42,-16124.0
43,-16912.0
44,-15632.0
45,-14524.0
46,-16084.0
47,-15616.0
48,-16004.0
49,-15384.0
50,-14624.0
51,-15092.0
52,-16012.0
53,-16616.0
54,-16108.0
55,-14652.0
56,-16364.0
57,-16188.0
58,-15628.0
59,-15920.0
60,-14604.0
61,-14772.0
62,-16396.0
63,-16004.0
64,-16336.0
65,-15100.0
66,-16012.0
67,-15968.0
68,-15204.0
69,-16144.0
70,-14656.0
71,-14860.0
72,-16860.0
73,-15604.0
74,-16456.0
75,-15196.0
76,-15736.0
77,-16164.0
78,-15092.0
79,-16468.0
80,-14816.0
81,-14472.0
82,-16876.0
83,-15324.0
84,-17032.0
85,-15632.0
86,-15300.0
87,-16172.0
88,-15560.0
89,-16456.0
90,-14568.0
91,-14424.0
92,-16744.0
93,-15184.0
94,-17168.0
95,-15632.0
96,-14960.0
97,-16148.0
98,-15764.0
99,-16408.0
100,-14732.0
101,-14500.0
102,-14904.0
103,-16368.0
104,-15984.0
105,-16260.0
106,-14888.0
107,-16000.0
108,-16524.0
109,-15344.0
110,-16560.0
111,-14824.0
112,-14724.0
113,-16180.0
114,-15424.0
115,-16436.0
116,-15260.0
117,-15820.0
118,-16068.0
119,-15296.0
120,-16464.0
121,-14852.0
122,-14624.0
123,-16632.0
124,-15300.0
125,-16760.0
126,-15360.0
127,-15248.0
128,-16304.0
129,-15648.0
130,-16432.0
131,-14868.0
132,-14744.0
133,-16440.0
134,-14760.0
135,-16860.0
136,-15452.0
137,-14968.0
138,-16552.0
139,-15832.0
140,-16480.0
141,-15068.0
142,-14444.0
143,-16364.0
144,-14920.0
145,-16860.0
146,-15620.0
147,-14916.0
148,-16516.0
149,-16176.0
150,-16236.0
151,-14952.0
152,-14308.0
153,-16376.0
154,-15228.0
155,-16764.0
156,-15736.0
157,-14852.0
158,-16468.0
159,-16328.0
160,-16064.0
161,-14964.0
162,-14224.0
163,-15680.0
164,-15572.0
165,-16744.0
166,-16444.0
167,-14988.0
168,-15652.0
169,-16556.0
170,-16016.0
171,-15384.0
172,-14412.0
173,-15476.0
174,-15832.0
175,-14416.0
176,-16928.0
177,-15768.0
178,-15344.0
179,-16672.0
180,-15568.0
181,-16876.0
182,-14832.0
183,-14568.0
184,-16296.0
185,-14660.0
186,-17076.0
187,-15748.0
188,-15176.0
189,-16236.0
190,-15968.0
191,-16832.0
192,-15084.0
193,-14872.0
194,-16060.0
195,-14720.0
196,-16752.0
197,-15780.0
198,-15396.0
199,-14992.0
200,-16648.0
201,-16608.0
202,-14956.0
203,-14852.0
204,-15708.0
205,-15544.0
206,-16224.0
207,-15904.0
208,-15428.0
209,-14696.0
210,-16972.0
211,-16096.0
212,-15504.0
213,-14708.0
214,-15472.0
215,-15932.0
216,-15284.0
217,-16316.0
218,-15484.0
219,-15228.0
220,-17252.0
221,-15112.0
222,-16332.0
223,-14460.0
224,-15304.0
225,-16860.0
226,-14272.0
227,-17112.0
228,-15212.0
229,-15628.0
230,-16760.0
231,-14628.0
232,-17340.0
233,-14532.0
234,-15740.0
235,-16780.0
236,-13552.0
237,-17328.0
238,-14980.0
239,-16072.0
240,-15680.0
241,-14720.0
242,-17952.0
243,-14592.0
244,-15652.0
245,-16112.0
246,-13556.0
247,-17404.0
248,-15036.0
249,-16332.0
250,-14680.0
251,-15060.0
252,-15496.0
253,-16240.0
254,-14336.0
255,-15128.0
256,-17360.0
257,-14332.0
258,-16928.0
259,-15440.0
260,-15376.0
261,-16680.0
262,-14840.0
263,-16772.0
264,-14124.0
265,-15988.0
266,-17472.0
267,-13612.0
268,-17236.0
269,-14824.0
270,-15980.0
271,-15892.0
272,-14792.0
273,-17772.0
274,-14632.0
275,-15912.0
276,-16560.0
277,-13516.0
278,-17236.0
279,-14748.0
280,-15948.0
281,-15364.0
282,-15008.0
283,-17936.0
284,-15068.0
285,-16032.0
286,-16212.0
287,-14024.0
288,-17116.0
289,-14760.0
290,-15996.0
291,-14460.0
292,-15356.0
293,-18036.0
294,-15248.0
295,-15348.0
296,-15280.0
297,-14396.0
298,-16768.0
299,-15044.0
300,-16064.0
301,-14284.0
302,-15972.0
303,-17376.0
304,-15400.0
305,-14868.0
306,-15480.0
307,-15672.0
308,-16500.0
309,-15280.0
310,-15276.0
311,-14260.0
312,-16384.0
313,-16608.0
314,-16044.0
315,-14880.0
316,-15676.0
317,-16208.0
318,-15836.0
319,-15548.0
320,-15180.0
321,-14864.0
322,-16872.0
323,-15656.0
324,-16040.0
325,-14908.0
326,-15500.0
327,-16064.0
328,-14472.0
329,-16824.0
330,-15020.0
331,-15336.0
332,-15244.0
333,-15704.0
334,-17624.0
335,-15460.0
336,-14568.0
337,-16076.0
338,-15056.0
339,-16456.0
340,-15196.0
341,-15136.0
342,-15244.0
343,-16216.0
344,-16996.0
345,-15928.0
346,-14696.0
347,-16248.0
348,-15844.0
349,-16248.0
350,-15232.0
351,-14476.0
352,-15148.0
353,-16504.0
354,-16524.0
355,-16044.0
356,-14736.0
357,-16172.0
358,-16224.0
359,-15708.0
360,-15668.0
361,-14640.0
362,-14812.0
363,-16508.0
364,-15800.0
365,-16532.0
366,-15176.0
367,-16116.0
368,-16480.0
369,-15796.0
370,-16044.0
371,-14508.0
372,-14576.0
373,-16704.0
374,-15668.0
375,-16684.0
376,-15360.0
377,-15760.0
378,-16160.0
379,-15424.0
380,-16188.0
381,-14336.0
382,-14720.0
383,-16716.0
384,-15332.0
385,-16784.0
386,-15436.0
387,-15328.0
388,-16200.0
389,-15652.0
390,-16488.0
391,-14500.0
392,-14416.0
393,-16464.0
394,-15076.0
395,-16872.0
396,-15736.0
397,-14972.0
398,-16108.0
399,-15944.0
400,-16548.0
401,-14724.0
402,-14388.0
403,-16436.0
404,-16124.0
405,-16192.0
406,-16288.0
407,-14924.0
408,-16160.0
409,-16224.0
410,-15348.0
411,-16136.0
412,-14280.0
413,-14436.0
414,-16320.0
415,-15516.0
416,-16568.0
417,-15260.0
418,-15648.0
419,-15972.0
420,-15484.0
421,-16456.0
422,-14572.0
423,-14580.0
424,-16580.0
425,-15036.0
426,-16668.0
427,-15700.0
428,-15292.0
429,-16452.0
430,-15804.0
431,-16476.0
432,-14524.0
433,-14096.0
434,-16656.0
435,-14852.0
436,-17100.0
437,-15736.0
438,-14692.0
439,-16300.0
440,-15968.0
441,-16452.0
442,-14852.0
443,-14400.0
444,-16568.0
445,-14784.0
446,-16932.0
447,-15720.0
448,-14692.0
449,-16540.0
450,-16424.0
451,-16352.0
452,-14936.0
453,-14068.0
454,-16120.0
455,-15216.0
456,-16880.0
457,-15896.0
458,-14776.0
